Código Plan;Carrera;Cohorte;Número de alumno;Bloqueo;Causal Bloqueo;RUN;DV;Nombres;;Primer Apellido;Segundo Apellido;Logro;Fecha Logro;Última Carga
HW2;Magia;2006-01;533254;S;ALUMNO CON DEUDA MOROSA;5653027;K;JOHAN;MIXALIS;PAINENAO;KROYER;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2015-02;2015-02
HW2;Magia;2007-01;492473;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;7124250;7;GUIOVANNA;DENIS;CERRUTTI;GULLE;1 SEMESTRE;2010-01;2010-02
HW2;Magia;2013-01;580221;S;ALUMNO EGRESADO;16566438;2;ARACELLI;YANIRA;JAQUEZ;ANAIS;10 SEMESTRE - EGRESO;2017-02;2017-02
HW2;Magia;2018-01;590925;N;Sin Bloqueo;17561102;7;YEANNETTE;ELIZALDA;PEÑA;CATALAN;2 SEMESTRE;2018-02;2018-02
HP1;Magia;1998-01;540283;S;BLOQUEO POR NO INSCRIPCION;18699996;8;YOJHAN;GUIOVANNA;STUARDO;ORTIZ DE ZÁRATE;INGRESO;1998-01;1999-01
HP1;Magia;1991-01;509685;S;CAMBIO DE PLAN O CARRERA;13923018;2;MARLEN;TEAM;FRITIS;TOBAR;INGRESO;1991-01;1996-01
HW1;Magia;1991-01;563616;S;BLOQUEO POR NO INSCRIPCION;17455176;2;ANABELÉN;BRILLITTE;HUITRAIÑAN;QUIROGA;INGRESO;2004-02;2004-01
HP1;Magia;1986-01;532863;S;ALUMNO EGRESADO;21544754;3;JODIE;ORIEL;CARIAGA;TIEDEMANN;GRADO;1998-01;1998-01
HP1;Magia;1995-01;446930;S;BLOQUEO POR NO INSCRIPCION;14675131;7;GYSOU;ALFREDO;TENASEN;LÉNIZ;INGRESO;1995-01;2002-01
HW1;Magia;2003-01;532119;S;BLOQUEO POR NO INSCRIPCION;12114091;0;CATALINA;MARIECARMEN;AL KONR;CUTURRUFO;INGRESO;2003-01;2003-01
HW1;Magia;2001-01;641272;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;9876869;0;NAZARET;NIARUS;NOGUES;DAUD;INGRESO;2001-01;2004-01
HW2;Magia;2005-01;628021;S;ALUMNO EGRESADO;25233685;3;NADIA;PRUEBA;RIVERAS;ERBS;10 SEMESTRE - EGRESO;2009-02;2009-02
PH1;Magia;2017-01;626346;S;ALUMNO CON DEUDA MOROSA;21797128;0;ANGELINA;ENRIQ;LAVIN;ALMONTE;INGRESO;2017-01;2017-01
HW2;Magia;2010-01;639474;S;SUSPENSION DE ESTUDIOS;8235830;7;DAVID;DAFNE;SERVAT;BELLALTA;INGRESO;2010-01;2012-01
HP1;Magia;1994-01;647110;S;BLOQUEO POR NO INSCRIPCION;20216875;1;EDUAR;ARACELI;GRATTAROLA;WALTEMATH;INGRESO;1994-01;1996-02
HW2;Magia;2007-01;619664;S;SUSPENSION DE ESTUDIOS;20825574;0;GISELLE;BIANCA;MILLONES;CIKUTOVIC;INGRESO;2007-01;
HW2;Magia;2007-01;548474;S;BLOQUEO ADMINISTRATIVO;11897923;7;HERNAN;JASNA;STANDEN;BERMÚDEZ;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2014-02;2014-02
HW2;Magia;2009-01;394243;S;ALUMNO CON DEUDA MOROSA;14265731;7;NIKOLAI;ROSSIE;BONCOMPTE;ALCAÍNO;INGRESO;2009-01;2009-02
HP1;Magia;1998-01;553274;S;CAMBIO DE PLAN O CARRERA;5371243;2;LINA;NINA;POZAS;ADRIAZOLA;TERCER AÑO;2002-02;2003-01
HW1;Magia;1998-01;521642;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;8374234;2;DILLAN;GIULISSA;RABELLO;BARSOCCHINI;TERCER AÑO;2004-02;2004-01
HP1;Magia;2000-01;547292;S;ALUMNO EGRESADO;6686943;3;IGNACIA;ADAMS;SANTOS;SAMPEDRO;SEGUNDO AÑO;2002-01;2005-02
HP1;Magia;1986-01;514852;S;BLOQUEO POR NO INSCRIPCION;11106616;5;ARACELLY;NICOLETTE;GIRALDO;VELOZ;INGRESO;1986-01;1994-02
HP1;Magia;1995-01;512022;S;ALUMNO EGRESADO;6596482;4;ANNYA;EXEQUIEL;TALARICO;GASPAR;QUINTO AÑO- EGRESO;2000-01;2000-01
HW1;Magia;2000-01;524253;S;ALUMNO EGRESADO;4133418;6;LISBETH;CLARA;HULME;STEPPES;QUINTO AÑO - EGRESO;2005-02;2005-02
HP1;Magia;1997-01;398592;S;ALUMNO EGRESADO;22894332;4;DANIELLE;NAYIBEL;WARNER;TARIFEÑO;INGRESO;1997-01;2001-01
HW2;Magia;2008-02;374011;S;BLOQUEO POR NO INSCRIPCION;23719564;9;LOUISE;PATRICI;TÉLLEZ;PANIAGUA;10 SEMESTRE - EGRESO;2011-02;2011-02
HP1;Magia;1991-01;512479;S;BLOQUEO POR NO INSCRIPCION;14851187;1;MARIANNA;ENEDINA;FIGUEROA;GERTOSIO;INGRESO;1991-01;1996-02
HP1;Magia;1987-01;393859;S;ALUMNO EGRESADO;23858816;2;GUIDO;EXEQUIEL;ALCAZAR;ESPOSITO;QUINTO AÑO- EGRESO;1993-02;1993-02
HP1;Magia;2001-01;583076;S;BLOQUEO POR NO INSCRIPCION;25231808;7;AYELEN;SINCLAIR;BARRIENTOS;FLANDEZ;INGRESO;2001-01;2001-01
HP1;Magia;1996-01;384877;S;ALUMNO EGRESADO;6121032;8;JELITT;EDUARDA;NIEVAS;SEGUEL;QUINTO AÑO- EGRESO;2000-02;2000-02
HW2;Magia;2005-01;572128;S;ALUMNO EGRESADO;5298715;9;MIKELA;DIVA;MORAN;HERVAS;10 SEMESTRE - EGRESO;2015-01;2018-01
HP1;Magia;2000-01;605317;S;ALUMNO EGRESADO;6410556;4;DIOLGUE;LIZANDRO;APOLONIO;ARZE;SEGUNDO AÑO;2002-01;2004-02
HP1;Magia;1989-01;479614;S;ALUMNO EGRESADO;11333532;4;MERCEDES;ALMA;AREYUNA;KASYD;QUINTO AÑO- EGRESO;1996-01;1996-01
HW1;Magia;1988-01;606630;S;BLOQUEO POR NO INSCRIPCION;5061568;2;ESTEFANIA;MAURA;LEÑERO;BALHARRY;INGRESO;1988-01;2005-01
HP1;Magia;1991-01;427527;S;BLOQUEO POR NO INSCRIPCION;17616729;2;ROCÍO;MILAGROS;LEMARIE;RICARDI;INGRESO;1991-01;1997-02
HP1;Magia;1991-01;627672;S;BLOQUEO POR NO INSCRIPCION;21982866;K;LIONEL;CHARLES;GEHL;PEZOA;INGRESO;1991-01;1996-02
HW2;Magia;2007-01;576619;S;ALUMNO CON DEUDA MOROSA;22370255;3;MAGNO;ALOUETTE;KRAUSS;KOVACEVIC;1 SEMESTRE;2008-02;2008-02
HP1;Magia;1995-01;456931;S;BLOQUEO POR NO INSCRIPCION;17458505;2;MARCEAUX;ANAÍS;VELASCO;VALVERDE;INGRESO;1995-01;1996-01
HP1;Magia;1992-01;612402;S;ALUMNO EGRESADO;9256972;8;AISELLE;LILLY;VALENZUELA;RUBILAR;INGRESO;1992-01;2001-01
HP1;Magia;1993-01;446261;S;ALUMNO EGRESADO;13925977;0;CARLO;GERTRUD;DIVOCCHIO;ESPARZA;INGRESO;1993-01;1999-01
HP1;Magia;1996-01;524856;S;BLOQUEO POR NO INSCRIPCION;10885498;4;GENE;GLORIA;NARANJO;ADDARIO;INGRESO;1996-01;1996-01
HP1;Magia;1990-01;553568;S;ALUMNO EGRESADO;25554502;5;SARETH;AQUILINO;ÁVALOS;MÁRQUEZ;QUINTO AÑO- EGRESO;1997-02;1997-02
HP1;Magia;1992-01;570509;S;BLOQUEO POR NO INSCRIPCION;7336327;K;IAN;CRISTOFER;ADARO;DUNSTAN;INGRESO;1992-01;1996-02
HP1;Magia;1994-01;588077;S;CAMBIO DE PLAN O CARRERA;14054791;3;DANTER;JULIETH;FRANZ;CARRIZO;INGRESO;1994-01;2001-01
HW1;Magia;1994-01;430620;S;ALUMNO EGRESADO;17331534;3;YANTHIL;YECZABETH;BRICEÑO;BIRMAN;INGRESO;2004-02;2004-02
HP1;Magia;1992-01;404513;S;ALUMNO EGRESADO;8530515;0;DAYANNA;ANGGELA;CAVIERES;SAFFIE;QUINTO AÑO- EGRESO;2000-01;2000-01
HP1;Magia;1994-01;456142;S;BLOQUEO POR NO INSCRIPCION;4168931;3;LEBBY;JIMMY;SANCHEZ;LUENGO;INGRESO;1994-01;1996-01
HW1;Magia;2000-01;617255;S;BLOQUEO POR NO INSCRIPCION;16937417;1;FELICIANO;ESTIVALYA;MACHUCA;VAN GEEMS;PRIMER AÑO;2001-01;2002-01
HP1;Magia;1997-01;402584;S;BLOQUEO POR NO INSCRIPCION;7197258;K;AIRY;MÓNICA;PARODI;MOLGAS;INGRESO;1997-01;1999-01
HP1;Magia;1999-01;411062;S;BLOQUEO POR NO INSCRIPCION;15720402;4;ALEJA;HUMBERT;MANGHI;BLANCH;INGRESO;1999-01;2000-01
HP1;Magia;2000-01;428345;S;BLOQUEO POR NO INSCRIPCION;7496568;6;GISENIA;ROMMEL;PIEDRABUENA;ALMONTE;SEGUNDO AÑO;2002-01;2005-02
HW1;Magia;2000-01;492696;S;ALUMNO EGRESADO;17689620;6;JUANJOSE;KATERI;DENIS;BARCELÓ;CUARTO AÑO;2006-01;2006-01
HP1;Magia;1995-01;519896;S;BLOQUEO POR NO INSCRIPCION;6164457;K;JASSIEL;SUSANA;AGULLO;BORDONES;INGRESO;1995-01;1995-01
HP1;Magia;1993-01;645727;S;BLOQUEO POR NO INSCRIPCION;15342939;6;MARLENE;AYLEEN;FIGUEREDO;VEAS;INGRESO;1993-01;1994-02
GH3;Magia;2006-01;394034;S;SUSPENSION DE ESTUDIOS;24930454;1;LARA;AVRIL;VENEGAS;LORA;INGRESO;2006-01;
HP1;Magia;1994-01;638120;S;BLOQUEO POR NO INSCRIPCION;14115066;5;VANESSA;NOREDY;GIGOUX;ROBLEDO;INGRESO;1994-01;2002-02
HW1;Magia;1994-01;514686;S;ALUMNO EGRESADO;19900839;5;DAPHNE;RAIMUNDO;MASCARO;GORLA;INGRESO;2005-01;2006-01
HP1;Magia;1986-01;594851;S;BLOQUEO POR NO INSCRIPCION;18996231;7;DAVE;YANINA;GINEKIS;MAISTO;INGRESO;1986-01;1994-01
HP1;Magia;1997-01;625649;S;CAMBIO DE PLAN O CARRERA;14916675;9;PASCALLE;RUY;BITAR;GAYTÁN;INGRESO;1997-01;2001-01
HP1;Magia;1999-01;536035;S;BLOQUEO POR NO INSCRIPCION;11824882;4;BETZABÉ;EFRAÍN;BASCUÑAN;NAGUA;INGRESO;1999-01;1999-02
HW1;Magia;1998-01;498082;S;ALUMNO LICENCIADO;10497483;8;MARIELA;NICOL;BAHAMONDE;LAB;QUINTO AÑO - EGRESO;2011-01;2011-01
HW2;Magia;2009-01;491141;S;ALUMNO CON DEUDA MOROSA;9013557;2;JAMILETT;CATARI;PARODI;CALVILLÁN;INGRESO;2009-01;
HW2;Magia;2009-02;509319;S;ALUMNO CON DEUDA MOROSA;20658928;2;GISSELA;FRANCHESCA;ORTEGA;JAURE;INGRESO;2009-02;
HW1;Magia;2000-01;390265;S;BLOQUEO POR NO INSCRIPCION;11669026;8;EDUARDA;MAILEN;TOLMO;HENRÍQUEZ;INGRESO;2000-01;2001-01
HP1;Magia;1995-01;587019;S;ALUMNO EGRESADO;15690897;2;PASCUAL;SPASITELJ;PAZ;FRANCESCHINI;PRIMER AÑO;1998-01;2000-02
PH2;Magia;2008-01;520124;S;ALUMNO CON DEUDA MOROSA;12855731;3;GUMER;AMADA;ALCANTARA;DE LAIRE;INGRESO;2008-01;2008-01
HW2;Magia;2011-01;576877;N;Sin Bloqueo;6631871;1;LITXY;LIZANDRO;AGUERO;VILLAZÓN;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2023-01;2023-01
HP1;Magia;2003-01;459738;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;6377323;5;DANNAE;MANDA;RADIC;JADELL;INGRESO;2003-01;2004-01
HW2;Magia;2014-01;426424;S;ALUMNO CON DEUDA MOROSA;14391517;7;HALLEY;EDGARDO;BAIGORRI;SOLIMANO;INGRESO;2014-01;2014-02
HP1;Magia;1994-01;586174;S;BLOQUEO POR NO INSCRIPCION;21648213;7;HEIDI;RAIMUNDO;TORIBIO;MADRIAGA;INGRESO;1994-01;1998-02
HW1;Magia;2001-01;607149;S;ALUMNO EGRESADO;21207824;3;LORETTO;MARIANA;ACUÑA;FORNO;INGRESO;2001-01;2006-02
HP1;Magia;1993-01;395233;S;ALUMNO EGRESADO;21437097;2;YULIXZA;ISADORA;YURIN;ANGUITA;INGRESO;1993-01;1997-02
HP1;Magia;1999-01;564121;S;ALUMNO CON DEUDA MOROSA;18142010;9;AMBRO;ALYSSA;AWAD;SUTHERLAND;QUINTO AÑO- EGRESO;2004-01;2004-01
HP1;Magia;1991-01;389628;S;ALUMNO EGRESADO;20124039;K;GEREMY;ALBERTO;PIÑA;CURIN;INGRESO;1991-01;2003-01
HP1;Magia;2001-01;590263;S;ALUMNO EGRESADO;15966739;K;MIKELA;RONALDA;RIQUELME;CALISTO;SEGUNDO AÑO;2003-01;2005-02
HP1;Magia;1991-01;517565;S;BLOQUEO POR NO INSCRIPCION;14779640;1;ANICE;IVETTE;MELO;HIRANE;INGRESO;1991-01;1998-02
HP1;Magia;1993-01;504302;S;ALUMNO EGRESADO;16981142;2;GERALD;ESAU;BAUER;COCEVER;INGRESO;1993-01;2001-02
HW2;Magia;2005-01;367119;S;RENUNCIA;19028118;7;MICAELLA;GERMAN;AGULLO;CORDONES;INGRESO;2005-01;
HW2;Magia;2008-02;547989;S;BLOQUEO POR NO INSCRIPCION;17228789;4;RODNEY;ABELARDO;PEREZ;ESPERGUEL;INGRESO;2008-02;
HP1;Magia;1993-01;376154;S;BLOQUEO POR NO INSCRIPCION;19664323;7;ERICA;CELENE;CERVA;PUCH;INGRESO;1993-01;1996-01
